Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Epoch 6:
Train Loss = 0.0087, Train Accuracy = 99.88%
Val Loss = 0.1781, Val Accuracy = 93.10%
Saved best model at epoch 6
Epoch: 7, Batch: 0, Loss: 0.0076
Epoch: 7, Batch: 10, Loss: 0.0169
Epoch: 7, Batch: 20, Loss: 0.0046
Epoch: 7, Batch: 30, Loss: 0.0024

Incorrect predictions:
Sample 110: True label = 1, Predicted = 2
Sample 120: True label = 1, Predicted = 2
Sample 142: True label = 1, Predicted = 2
Sample 164: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 189: True label = 1, Predicted = 2
Sample 301: True label = 3, Predicted = 2
Sample 302: True label = 3, Predicted = 2
Sample 305: True label = 3, Predicted = 2
Sample 309: True label = 3, Predicted = 2
Sample 313: True label = 3, Predicted = 2
Sample 319: True label = 3, Predicted = 2
Sample 323: True label = 3, Predicted = 2
Sample 324: True label = 3, Predicted = 2
Sample 326: True label = 3, Predicted = 2
Sample 327: True label = 3, Predicted = 2
Sample 329: True label = 3, Predicted = 2
Sample 331: True label = 3, Predicted = 2
Sample 334: True label = 3, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 339: True label = 3, Predicted = 2
Sample 344: True label = 3, Predicted = 2
Sample 346: True label = 3, Predicted = 2
Sample 350: True label = 3, Predicted = 2
Sample 362: True label = 3, Predicted = 2
Sample 364: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 368: True label = 3, Predicted = 2
Sample 373: True label = 3, Predicted = 2
Sample 375: True label = 3, Predicted = 2
Sample 384: True label = 3, Predicted = 2
Sample 392: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 714: True label = 7, Predicted = 6
Sample 730: True label = 7, Predicted = 6
Sample 749: True label = 7, Predicted = 16
Sample 773: True label = 7, Predicted = 6
Sample 790: True label = 7, Predicted = 6
Sample 798: True label = 7, Predicted = 18
Sample 822: True label = 8, Predicted = 2
Sample 823: True label = 8, Predicted = 2
Sample 827: True label = 8, Predicted = 2
Sample 830: True label = 8, Predicted = 2
Sample 837: True label = 8, Predicted = 4
Sample 839: True label = 8, Predicted = 9
Sample 853: True label = 8, Predicted = 2
Sample 856: True label = 8, Predicted = 2
Sample 857: True label = 8, Predicted = 2
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 885: True label = 8, Predicted = 4
Sample 1204: True label = 12, Predicted = 13
Sample 1208: True label = 12, Predicted = 1
Sample 1228: True label = 12, Predicted = 1
Sample 1236: True label = 12, Predicted = 10
Sample 1237: True label = 12, Predicted = 13
Sample 1271: True label = 12, Predicted = 1
Sample 1433: True label = 14, Predicted = 15
Sample 1439: True label = 14, Predicted = 15
Sample 1442: True label = 14, Predicted = 15
Sample 1477: True label = 14, Predicted = 15
Sample 1481: True label = 14, Predicted = 15
Sample 1486: True label = 14, Predicted = 15
Sample 1488: True label = 14, Predicted = 15
Sample 1491: True label = 14, Predicted = 15
Sample 1496: True label = 14, Predicted = 15
Sample 1497: True label = 14, Predicted = 15
Sample 1505: True label = 15, Predicted = 14
Sample 1511: True label = 15, Predicted = 2
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1604: True label = 16, Predicted = 2
Sample 1607: True label = 16, Predicted = 17
Sample 1615: True label = 16, Predicted = 17
Sample 1616: True label = 16, Predicted = 17
Sample 1623: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 17
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1674: True label = 16, Predicted = 7
Sample 1680: True label = 16, Predicted = 17
Sample 1693: True label = 16, Predicted = 2
Sample 1801: True label = 18, Predicted = 8
Sample 1805: True label = 18, Predicted = 8
Sample 1809: True label = 18, Predicted = 8
Sample 1814: True label = 18, Predicted = 8
Sample 1815: True label = 18, Predicted = 8
Sample 1823: True label = 18, Predicted = 8
Sample 1836: True label = 18, Predicted = 4
Sample 1838: True label = 18, Predicted = 8
Sample 1842: True label = 18, Predicted = 8
Sample 1849: True label = 18, Predicted = 4
Sample 1850: True label = 18, Predicted = 4
Sample 1879: True label = 18, Predicted = 8
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 8
Sample 1892: True label = 18, Predicted = 4
Sample 1895: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
Sample 1917: True label = 19, Predicted = 2
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 110}, {'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 142}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 164}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 189}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 301}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 302}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 305}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 309}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 313}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 319}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 323}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 324}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 326}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 327}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 329}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 331}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 334}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 339}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 344}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 346}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 350}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 362}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 364}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 368}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 384}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 392}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 5, 'true_label': 7, 'predicted': 6, 'sample_idx': 714}, {'batch': 5, 'true_label': 7, 'predicted': 6, 'sample_idx': 730}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 773}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 7, 'predicted': 18, 'sample_idx': 798}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 822}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 823}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 4, 'sample_idx': 837}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 853}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 856}, {'batch': 6, 'true_label': 8, 'predicted': 2, 'sample_idx': 857}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 858}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 6, 'true_label': 8, 'predicted': 4, 'sample_idx': 885}, {'batch': 9, 'true_label': 12, 'predicted': 13, 'sample_idx': 1204}, {'batch': 9, 'true_label': 12, 'predicted': 1, 'sample_idx': 1208}, {'batch': 9, 'true_label': 12, 'predicted': 1, 'sample_idx': 1228}, {'batch': 9, 'true_label': 12, 'predicted': 10, 'sample_idx': 1236}, {'batch': 9, 'true_label': 12, 'predicted': 13, 'sample_idx': 1237}, {'batch': 9, 'true_label': 12, 'predicted': 1, 'sample_idx': 1271}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1433}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1439}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1442}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1477}, {'batch': 11, 'true_label': 14, 'p
Epoch 7:
Train Loss = 0.0085, Train Accuracy = 99.80%
Val Loss = 0.1433, Val Accuracy = 94.80%
Saved best model at epoch 7
Epoch: 8, Batch: 0, Loss: 0.0046
Epoch: 8, Batch: 10, Loss: 0.0029
Epoch: 8, Batch: 20, Loss: 0.0021
Epoch: 8, Batch: 30, Loss: 0.0011

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 142: True label = 1, Predicted = 19
Sample 156: True label = 1, Predicted = 19
Sample 184: True label = 1, Predicted = 10
Sample 200: True label = 2, Predicted = 3
Sample 202: True label = 2, Predicted = 3
Sample 209: True label = 2, Predicted = 3
Sample 214: True label = 2, Predicted = 19
Sample 236: True label = 2, Predicted = 3
Sample 237: True label = 2, Predicted = 19
Sample 247: True label = 2, Predicted = 10
Sample 268: True label = 2, Predicted = 3
Sample 280: True label = 2, Predicted = 3
Sample 283: True label = 2, Predicted = 19
Sample 287: True label = 2, Predicted = 19
Sample 295: True label = 2, Predicted = 3
Sample 297: True label = 2, Predicted = 19
Sample 334: True label = 3, Predicted = 19
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 417: True label = 4, Predicted = 18
Sample 418: True label = 4, Predicted = 10
Sample 453: True label = 4, Predicted = 5
Sample 470: True label = 4, Predicted = 5
Sample 634: True label = 6, Predicted = 7
Sample 651: True label = 6, Predicted = 5
Sample 661: True label = 6, Predicted = 7
Sample 749: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 856: True label = 8, Predicted = 10
Sample 866: True label = 8, Predicted = 18
Sample 901: True label = 9, Predicted = 8
Sample 1225: True label = 12, Predicted = 10
Sample 1228: True label = 12, Predicted = 16
Sample 1233: True label = 12, Predicted = 16
Sample 1236: True label = 12, Predicted = 10
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1578: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1648: True label = 16, Predicted = 7
Sample 1654: True label = 16, Predicted = 7
Sample 1815: True label = 18, Predicted = 4
Sample 1838: True label = 18, Predicted = 10
Sample 1850: True label = 18, Predicted = 4
Sample 1882: True label = 18, Predicted = 5
Sample 1890: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 5
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 19, 'sample_idx': 142}, {'batch': 1, 'true_label': 1, 'predicted': 19, 'sample_idx': 156}, {'batch': 1, 'true_label': 1, 'predicted': 10, 'sample_idx': 184}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 200}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 202}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 209}, {'batch': 1, 'true_label': 2, 'predicted': 19, 'sample_idx': 214}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 236}, {'batch': 1, 'true_label': 2, 'predicted': 19, 'sample_idx': 237}, {'batch': 1, 'true_label': 2, 'predicted': 10, 'sample_idx': 247}, {'batch': 2, 'true_label': 2, 'predicted': 3, 'sample_idx': 268}, {'batch': 2, 'true_label': 2, 'predicted': 3, 'sample_idx': 280}, {'batch': 2, 'true_label': 2, 'predicted': 19, 'sample_idx': 283}, {'batch': 2, 'true_label': 2, 'predicted': 19, 'sample_idx': 287}, {'batch': 2, 'true_label': 2, 'predicted': 3, 'sample_idx': 295}, {'batch': 2, 'true_label': 2, 'predicted': 19, 'sample_idx': 297}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 334}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 10, 'sample_idx': 418}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 453}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 4, 'true_label': 6, 'predicted': 7, 'sample_idx': 634}, {'batch': 5, 'true_label': 6, 'predicted': 5, 'sample_idx': 651}, {'batch': 5, 'true_label': 6, 'predicted': 7, 'sample_idx': 661}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 16, 'sample_idx': 784}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 10, 'sample_idx': 856}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 7, 'true_label': 9, 'predicted': 8, 'sample_idx': 901}, {'batch': 9, 'true_label': 12, 'predicted': 10, 'sample_idx': 1225}, {'batch': 9, 'true_label': 12, 'predicted': 16, 'sample_idx': 1228}, {'batch': 9, 'true_label': 12, 'predicted': 16, 'sample_idx': 1233}, {'batch': 9, 'true_label': 12, 'predicted': 10, 'sample_idx': 1236}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1509}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1578}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 10, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 5, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 5, 'sample_idx': 1896}]
Epoch 8:
Train Loss = 0.0031, Train Accuracy = 99.97%
Val Loss = 0.0721, Val Accuracy = 97.25%
Saved best model at epoch 8
Epoch: 9, Batch: 0, Loss: 0.0011
Epoch: 9, Batch: 10, Loss: 0.0013
Epoch: 9, Batch: 20, Loss: 0.0005
Epoch: 9, Batch: 30, Loss: 0.0004

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 334: True label = 3, Predicted = 19
Sample 337: True label = 3, Predicted = 2
Sample 362: True label = 3, Predicted = 19
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 5
Sample 714: True label = 7, Predicted = 6
Sample 749: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 1236: True label = 12, Predicted = 7
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1578: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1616: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1656: True label = 16, Predicted = 17
Sample 1663: True label = 16, Predicted = 7
Sample 1672: True label = 16, Predicted = 17
Sample 1674: True label = 16, Predicted = 7
Sample 1838: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 4
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 334}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 362}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 5, 'true_label': 7, 'predicted': 6, 'sample_idx': 714}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 858}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 9, 'true_label': 12, 'predicted': 7, 'sample_idx': 1236}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1509}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1578}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1616}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1663}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 13, 'true_label': 16, 'predicted': 7, 'sample_idx': 1674}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}]
Epoch 9:
Train Loss = 0.0010, Train Accuracy = 100.00%
Val Loss = 0.0554, Val Accuracy = 98.00%
Saved best model at epoch 9
Epoch: 10, Batch: 0, Loss: 0.0006
Epoch: 10, Batch: 10, Loss: 0.0015
Epoch: 10, Batch: 20, Loss: 0.0005
Epoch: 10, Batch: 30, Loss: 0.0005

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 334: True label = 3, Predicted = 19
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 5
Sample 634: True label = 6, Predicted = 7
Sample 714: True label = 7, Predicted = 6
Sample 749: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 866: True label = 8, Predicted = 18
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1616: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 17
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1674: True label = 16, Predicted = 7
Sample 1815: True label = 18, Predicted = 8
Sample 1838: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 334}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 4, 'true_label': 6, 'predicted': 7, 'sample_idx': 634}, {'batch': 5, 'true_label': 7, 'predicted': 6, 'sample_idx': 714}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 16, 'sample_idx': 784}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1509}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1616}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 13, 'true_label': 16, 'predicted': 7, 'sample_idx': 1674}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
Epoch 10:
Train Loss = 0.0006, Train Accuracy = 100.00%
Val Loss = 0.0483, Val Accuracy = 98.10%
Saved best model at epoch 10
Epoch: 11, Batch: 0, Loss: 0.0003
Epoch: 11, Batch: 10, Loss: 0.0003
Epoch: 11, Batch: 20, Loss: 0.0004
Epoch: 11, Batch: 30, Loss: 0.0003

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 634: True label = 6, Predicted = 7
Sample 749: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1674: True label = 16, Predicted = 7
